title,revenue_worldwide,revenue_domestic,domestic_pct,revenue_foreign,foreign_pct,release_year,rank,title_key
Shaolin,42741494.0,66099.0,0.2,42675395.0,99.8,2011,120.0,shaolin
Born to Be Wild,41644475.0,25978556.0,62.4,15665919.0,37.6,2011,121.0,born to be wild
Shark Night,41363927.0,18877153.0,45.6,22486774.0,54.400000000000006,2011,122.0,shark night
50/50,41097853.0,35014192.0,85.2,6083661.0,14.800000000000002,2011,123.0,50/50
Fright Night,41002607.0,18302607.0,44.6,22700000.0,55.39999999999999,2011,124.0,fright night
Drive Angry,40909909.0,10721033.0,26.200000000000003,30188876.0,73.8,2011,125.0,drive angry
30 Minutes or Less,40662632.0,37053924.0,91.1,3608708.0,8.9,2011,126.0,30 minutes or less
Gantz,40568961.0,0.0,0.0,40568961.0,100.0,2011,127.0,gantz
The Roommate,40492652.0,37300000.0,92.1,3192652.0,7.9,2011,128.0,the roommate
SP: The Motion Picture II,40255101.0,0.0,0.0,40255101.0,100.0,2011,129.0,sp: the motion picture ii
Dream House,39984400.0,21302340.0,53.29999999999999,18682060.0,46.7,2011,130.0,dream house
Monte Carlo,39782683.0,23186769.0,58.3,16595914.0,41.7,2011,131.0,monte carlo
Kaibutsu0kun: The Movie,39766344.0,0.0,0.0,39766344.0,100.0,2011,132.0,kaibutsu0kun: the movie
Mars Needs Moms,39233678.0,21392758.0,54.50000000000001,17840920.0,45.5,2011,133.0,mars needs moms
The Crown Jewels,39000000.0,0.0,0.0,39000000.0,100.0,2011,134.0,the crown jewels
Don't Be Afraid of the Dark,38269529.0,24046682.0,62.8,14222847.0,37.2,2011,135.0,don't be afraid of the dark
Jumping the Broom,38158601.0,37295394.0,97.7,863207.0,2.3,2011,136.0,jumping the broom
One for the Money,38080789.0,26414527.0,69.4,11666262.0,30.599999999999998,2011,137.0,one for the money
The Eagle,37989684.0,19490041.0,51.300000000000004,18499643.0,48.7,2011,138.0,the eagle
A Very Harold & Kumar Christmas,36192775.0,35061031.0,96.9,1131744.0,3.1,2011,139.0,a very harold & kumar christmas
Ra.One,35911689.0,2511689.0,7.000000000000001,33400000.0,93.0,2011,140.0,ra.one
Courageous,35185884.0,34522221.0,98.1,663663.0,1.9,2011,141.0,courageous
My Week with Marilyn,35057696.0,14600347.0,41.6,20457349.0,58.4,2011,142.0,my week with marilyn
The Sitter,34942188.0,30441326.0,87.1,4500862.0,12.9,2011,143.0,the sitter
Jane Eyre,34710627.0,11242660.0,32.4,23467967.0,67.6,2011,144.0,jane eyre
The Skin I Live In,33678406.0,3185812.0,9.5,30492594.0,90.5,2011,145.0,the skin i live in
Gantz: Perfect Answer,33672515.0,0.0,0.0,33672515.0,100.0,2011,146.0,gantz: perfect answer
Punch,33556725.0,0.0,0.0,33556725.0,100.0,2011,147.0,punch
Detective K: Secret of Virtuous Widow,32358664.0,0.0,0.0,32358664.0,100.0,2011,148.0,detective k: secret of virtuous widow
Bodyguard,31516209.0,1834384.0,5.8,29681825.0,94.2,2011,149.0,bodyguard
The Thing,31505287.0,16928670.0,53.7,14576617.0,46.3,2011,150.0,the thing
I Don't Know How She Does It,31410151.0,9662284.0,30.8,21747867.0,69.2,2011,151.0,i don't know how she does it
"All's Well, Ends Well 2011",31335572.0,0.0,0.0,31335572.0,100.0,2011,152.0,"all's well, ends well 2011"
Vysotsky. Thank You for Being Alive,31016553.0,0.0,0.0,31016553.0,100.0,2011,153.0,vysotsky. thank you for being alive
Silenced,30996130.0,0.0,0.0,30996130.0,100.0,2011,154.0,silenced
African Cats,30857747.0,15428747.0,50.0,15429000.0,50.0,2011,155.0,african cats
A Dangerous Method,30519436.0,5704709.0,18.7,24814727.0,81.3,2011,156.0,a dangerous method
What's Your Number?,30426096.0,14011084.0,46.0,16415012.0,54.0,2011,157.0,what's your number?
Doraemon: Nobita and the New Steel Troops: ~Winged Angels~,30236973.0,0.0,0.0,30236973.0,100.0,2011,158.0,doraemon: nobita and the new steel troops: ~winged angels~
Eternal Moment,30186159.0,0.0,0.0,30186159.0,100.0,2011,159.0,eternal moment
The Rum Diary,30134958.0,13109815.0,43.5,17025143.0,56.49999999999999,2011,160.0,the rum diary
My Own Swordsman,30082188.0,0.0,0.0,30082188.0,100.0,2011,161.0,my own swordsman
Carnage,30035601.0,2547047.0,8.5,27488554.0,91.5,2011,162.0,carnage
You Are the Apple of My Eye,29843025.0,0.0,0.0,29843025.0,100.0,2011,163.0,you are the apple of my eye
Torrente 4: Lethal Crisis,29737384.0,0.0,0.0,29737384.0,100.0,2011,164.0,torrente 4: lethal crisis
The Sorcerer and the White Snake,29649716.0,0.0,0.0,29649716.0,100.0,2011,165.0,the sorcerer and the white snake
Unfair: The Answer,29166054.0,0.0,0.0,29166054.0,100.0,2011,166.0,unfair: the answer
Dragon,29140858.0,0.0,0.0,29140858.0,100.0,2011,167.0,dragon
Yolki 2,28719002.0,0.0,0.0,28719002.0,100.0,2011,168.0,yolki 2
Your Highness,28013733.0,21596445.0,77.1,6417288.0,22.9,2011,169.0,your highness
Love Strikes!,27707149.0,0.0,0.0,27707149.0,100.0,2011,170.0,love strikes!
The Women on the 6th Floor,27533970.0,719823.0,2.6,26814147.0,97.4,2011,171.0,the women on the 6th floor
Letters to Santa,26923513.0,0.0,0.0,26923513.0,100.0,2011,172.0,letters to santa
A Monster in Paris,26710392.0,0.0,0.0,26710392.0,100.0,2011,173.0,a monster in paris
Ivan Tsarevich & the Grey Wolf,26420475.0,0.0,0.0,26420475.0,100.0,2011,174.0,ivan tsarevich & the grey wolf
Apollo 18,26236153.0,17687709.0,67.4,8548444.0,32.6,2011,175.0,apollo 18
Our Idiot Brother,25804448.0,24816118.0,96.2,988330.0,3.8,2011,176.0,our idiot brother
Eyyvah Eyvah 2,24792348.0,0.0,0.0,24792348.0,100.0,2011,177.0,eyyvah eyvah 2
Ready,24663361.0,955148.0,3.9,23708213.0,96.1,2011,178.0,ready
In His Chart,23384864.0,0.0,0.0,23384864.0,100.0,2011,179.0,in his chart
Warrior,23308615.0,13657115.0,58.599999999999994,9651500.0,41.4,2011,180.0,warrior
Hoodwinked Too! Hood vs. Evil,23167844.0,10143779.0,43.8,13024065.0,56.2,2011,181.0,hoodwinked too! hood vs. evil
Young Adult,22939027.0,16311571.0,71.1,6627456.0,28.9,2011,182.0,young adult
Andalucia: Revenge of the Goddess,22929221.0,0.0,0.0,22929221.0,100.0,2011,183.0,andalucia: revenge of the goddess
A Separation,22926076.0,7099055.0,31.0,15827021.0,69.0,2011,184.0,a separation
Qualunquemente,22862029.0,0.0,0.0,22862029.0,100.0,2011,185.0,qualunquemente
Friends: Naki on the Monster Island,22537428.0,0.0,0.0,22537428.0,100.0,2011,186.0,friends: naki on the monster island
Kamen Rider OOO Wonderful: The Shogun and the 21 Core Medals,22313925.0,0.0,0.0,22313925.0,100.0,2011,187.0,kamen rider ooo wonderful: the shogun and the 21 core medals
Gooische vrouwen,22194574.0,0.0,0.0,22194574.0,100.0,2011,188.0,gooische vrouwen
The Immature,21858834.0,0.0,0.0,21858834.0,100.0,2011,189.0,the immature
Pleasant Goat and Big Big Wolf 3,21847806.0,0.0,0.0,21847806.0,100.0,2011,190.0,pleasant goat and big big wolf 3
Quick,21561934.0,0.0,0.0,21561934.0,100.0,2011,191.0,quick
K0On! The Movie,21434003.0,0.0,0.0,21434003.0,100.0,2011,192.0,k0on! the movie
Red Dog,21185162.0,0.0,0.0,21185162.0,100.0,2011,193.0,red dog
Vicky and the Treasure of the Gods,20796153.0,0.0,0.0,20796153.0,100.0,2011,194.0,vicky and the treasure of the gods
The Front Line,20629645.0,11018.0,0.0,20618627.0,100.0,2011,195.0,the front line
Polisse,20590872.0,211440.0,1.0,20379432.0,99.0,2011,196.0,polisse
Hollywoo,20587850.0,0.0,0.0,20587850.0,100.0,2011,197.0,hollywoo
Scabbard Samurai,20251745.0,0.0,0.0,20251745.0,100.0,2011,198.0,scabbard samurai
Kaiji 2: The Ultimate Gambler,19971259.0,0.0,0.0,19971259.0,100.0,2011,199.0,kaiji 2: the ultimate gambler
The Avengers,1518812988.0,623357910.0,41.0,895455078.0,59.0,2012,0.0,the avengers
Skyfall,1108561013.0,304360277.0,27.500000000000004,804200736.0,72.5,2012,1.0,skyfall
The Dark Knight Rises,1084939099.0,448139099.0,41.3,636800000.0,58.70000000000001,2012,2.0,the dark knight rises
The Hobbit: An Unexpected Journey,1017003568.0,303003568.0,29.799999999999997,714000000.0,70.2,2012,3.0,the hobbit: an unexpected journey
Ice Age: Continental Drift,877244782.0,161321843.0,18.4,715922939.0,81.6,2012,4.0,ice age: continental drift
The Twilight Saga: Breaking Dawn 0 Part 2,829746820.0,292324737.0,35.2,537422083.0,64.8,2012,5.0,the twilight saga: breaking dawn 0 part 2
The Amazing Spider0Man,757930663.0,262030663.0,34.6,495900000.0,65.4,2012,6.0,the amazing spider0man
Madagascar 3: Europe's Most Wanted,746921274.0,216391482.0,28.999999999999996,530529792.0,71.0,2012,7.0,madagascar 3: europe's most wanted
The Hunger Games,694394724.0,408010692.0,58.8,286384032.0,41.2,2012,8.0,the hunger games
Men in BlackÂ³,654213485.0,179020854.0,27.399999999999995,475192631.0,72.6,2012,9.0,men in blackâ³
Life of Pi,609016565.0,124987023.0,20.5,484029542.0,79.5,2012,10.0,life of pi
Ted,549368315.0,218815487.0,39.8,330552828.0,60.199999999999996,2012,11.0,ted
Brave,538983207.0,237283207.0,44.0,301700000.0,56.00000000000001,2012,12.0,brave
Wreck0It Ralph,471222889.0,189422889.0,40.2,281800000.0,59.8,2012,13.0,wreck0it ralph
Les MisÃ©rables,442299309.0,148809770.0,33.6,293489539.0,66.4,2012,14.0,les misã©rables
Django Unchained,425368238.0,162805434.0,38.3,262562804.0,61.7,2012,15.0,django unchained
Prometheus,403354469.0,126477084.0,31.4,276877385.0,68.6,2012,16.0,prometheus
Snow White and the Huntsman,396592829.0,155332381.0,39.2,241260448.0,60.8,2012,17.0,snow white and the huntsman
Taken 2,376141306.0,139854287.0,37.2,236287019.0,62.8,2012,18.0,taken 2
Hotel Transylvania,358375603.0,148313048.0,41.4,210062555.0,58.599999999999994,2012,19.0,hotel transylvania
Titanic 2012 3D Release,350449521.0,57884114.0,16.5,292565407.0,83.5,2012,20.0,titanic 2012 3d release
The Lorax,348961366.0,214151550.0,61.4,134809816.0,38.6,2012,21.0,the lorax
Journey 2: The Mysterious Island,335260290.0,103860290.0,31.0,231400000.0,69.0,2012,22.0,journey 2: the mysterious island
The Expendables 2,314975955.0,85028192.0,27.0,229947763.0,73.0,2012,23.0,the expendables 2
Rise of the Guardians,306941670.0,103412758.0,33.7,203528912.0,66.3,2012,24.0,rise of the guardians
Battleship,303025485.0,65422625.0,21.6,237602860.0,78.4,2012,25.0,battleship
Wrath of the Titans,301970083.0,83670083.0,27.699999999999996,218300000.0,72.3,2012,26.0,wrath of the titans
John Carter,284139100.0,73078100.0,25.7,211061000.0,74.3,2012,27.0,john carter
The Bourne Legacy,276144750.0,113203870.0,41.0,162940880.0,59.0,2012,28.0,the bourne legacy
Lincoln,275293450.0,182207973.0,66.2,93085477.0,33.8,2012,29.0,lincoln
We're the Millers,269994119.0,150394119.0,55.7,119600000.0,44.3,2012,30.0,we're the millers
Dark Shadows,245527149.0,79727149.0,32.5,165800000.0,67.5,2012,31.0,dark shadows
Resident Evil: Retribution,240159255.0,42345531.0,17.6,197813724.0,82.4,2012,32.0,resident evil: retribution
Silver Linings Playbook,236412453.0,132092958.0,55.89999999999999,104319495.0,44.1,2012,33.0,silver linings playbook
American Reunion,234989584.0,57011521.0,24.3,177978063.0,75.7,2012,34.0,american reunion
Argo,232325503.0,136025503.0,58.5,96300000.0,41.5,2012,35.0,argo
Jack Reacher,218340595.0,80070736.0,36.7,138269859.0,63.3,2012,36.0,jack reacher
Safe House,208076205.0,126373434.0,60.699999999999996,81702771.0,39.3,2012,37.0,safe house
21 Jump Street,201585328.0,138447667.0,68.7,63137661.0,31.3,2012,38.0,21 jump street
Total Recall,198467168.0,58877969.0,29.7,139589199.0,70.3,2012,39.0,total recall
The Impossible,198087212.0,19019882.0,9.6,179067330.0,90.4,2012,40.0,the impossible
Lost in Thailand,197757387.0,57387.0,0.0,197700000.0,100.0,2012,41.0,lost in thailand
The Vow,196114570.0,125014030.0,63.7,71100540.0,36.3,2012,42.0,the vow
Mirror Mirror,183018522.0,64935167.0,35.5,118083355.0,64.5,2012,43.0,mirror mirror
The Dictator,179379533.0,59650222.0,33.3,119729311.0,66.7,2012,44.0,the dictator
Looper,176506819.0,66486205.0,37.7,110020614.0,62.3,2012,45.0,looper
Chinese Zodiac,170525083.0,0.0,0.0,170525083.0,100.0,2012,46.0,chinese zodiac
Magic Mike,167221571.0,113721571.0,68.0,53500000.0,32.0,2012,47.0,magic mike
Flight,161772375.0,93772375.0,57.99999999999999,68000000.0,42.0,2012,48.0,flight
Underworld: Awakening,160112671.0,62321039.0,38.9,97791632.0,61.1,2012,49.0,underworld: awakening
This Means War,156491279.0,54760791.0,35.0,101730488.0,65.0,2012,50.0,this means war
Paranormal Activity 4,142802657.0,53885000.0,37.7,88917657.0,62.3,2012,51.0,paranormal activity 4
Step Up Revolution,140470746.0,35074677.0,25.0,105396069.0,75.0,2012,52.0,step up revolution
The Best Exotic Marigold Hotel,136836156.0,46412041.0,33.9,90424115.0,66.1,2012,53.0,the best exotic marigold hotel
The Wind Rises,136483439.0,5209580.0,3.8,131273859.0,96.2,2012,54.0,the wind rises
Last Vegas,134402450.0,63914167.0,47.6,70488283.0,52.400000000000006,2012,55.0,last vegas
Zero Dark Thirty,132820716.0,95720716.0,72.1,37100000.0,27.9,2012,56.0,zero dark thirty
Ghost Rider: Spirit of Vengeance,132563930.0,51774002.0,39.1,80789928.0,60.9,2012,57.0,ghost rider: spirit of vengeance
Cloud Atlas,130482868.0,27108272.0,20.8,103374596.0,79.2,2012,58.0,cloud atlas
The Woman in Black,128955898.0,54333290.0,42.1,74622608.0,57.9,2012,59.0,the woman in black
Chronicle,126636097.0,64575175.0,51.0,62060922.0,49.0,2012,60.0,chronicle
Walking with Dinosaurs 3D,126546518.0,36076121.0,28.499999999999996,90470397.0,71.5,2012,61.0,walking with dinosaurs 3d
The Pirates! Band of Misfits,123054041.0,31051126.0,25.2,92002915.0,74.8,2012,62.0,the pirates! band of misfits
Parental Guidance,119772232.0,77267296.0,64.5,42504936.0,35.5,2012,63.0,parental guidance
Abraham Lincoln: Vampire Hunter,116471580.0,37519139.0,32.2,78952441.0,67.8,2012,64.0,abraham lincoln: vampire hunter
Pitch Perfect,115350426.0,65001093.0,56.39999999999999,50349333.0,43.6,2012,65.0,pitch perfect
Hope Springs,114281051.0,63536011.0,55.60000000000001,50745040.0,44.4,2012,66.0,hope springs
ParaNorman,107139399.0,56003051.0,52.300000000000004,51136348.0,47.7,2012,67.0,paranorman
The Campaign,104907746.0,86907746.0,82.8,18000000.0,17.2,2012,68.0,the campaign
Star Wars: Episode I 0 The Phantom Menace 2012 3D Release,102741546.0,43458335.0,42.3,59283211.0,57.70000000000001,2012,69.0,star wars: episode i 0 the phantom menace 2012 3d release
Project X,102731865.0,54731865.0,53.29999999999999,48000000.0,46.7,2012,70.0,project x
The Devil Inside,101758490.0,53261944.0,52.300000000000004,48496546.0,47.7,2012,71.0,the devil inside
The Lucky One,99357138.0,60457138.0,60.8,38900000.0,39.2,2012,72.0,the lucky one
Contraband,96262212.0,66528000.0,69.1,29734212.0,30.9,2012,73.0,contraband
Think Like a Man,96070507.0,91547205.0,95.3,4523302.0,4.7,2012,74.0,think like a man
Masquerade,94268432.0,922921.0,1.0,93345511.0,99.0,2012,75.0,masquerade
Brave Hearts: Umizaru,91884352.0,0.0,0.0,91884352.0,100.0,2012,76.0,brave hearts: umizaru
This Is 40,88215156.0,67544505.0,76.6,20670651.0,23.4,2012,77.0,this is 40
The Thieves,87126367.0,685839.0,0.8,86440528.0,99.2,2012,78.0,the thieves
The Possession,85446075.0,49130154.0,57.49999999999999,36315921.0,42.5,2012,79.0,the possession
What to Expect When You're Expecting,84384002.0,41152203.0,48.8,43231799.0,51.2,2012,80.0,what to expect when you're expecting
Savages,82966152.0,47382068.0,57.10000000000001,35584084.0,42.9,2012,81.0,savages
Sinister,82515113.0,48086903.0,58.3,34428210.0,41.7,2012,82.0,sinister
Act of Valor,82497035.0,70012847.0,84.9,12484188.0,15.1,2012,83.0,act of valor
Frankenweenie,81491068.0,35291068.0,43.3,46200000.0,56.7,2012,84.0,frankenweenie
The Grey,79781695.0,51580236.0,64.7,28201459.0,35.3,2012,85.0,the grey
Diary of a Wimpy Kid: Dog Days,77229695.0,49008662.0,63.5,28221033.0,36.5,2012,86.0,diary of a wimpy kid: dog days
Thermae Romae,74285251.0,0.0,0.0,74285251.0,100.0,2012,87.0,thermae romae
One Piece Film Z,74223861.0,0.0,0.0,74223861.0,100.0,2012,88.0,one piece film z
To Rome with Love,73244881.0,16685867.0,22.8,56559014.0,77.2,2012,89.0,to rome with love
Here Comes the Boom,73100172.0,45290318.0,62.0,27809854.0,38.0,2012,90.0,here comes the boom
Bayside Shakedown the Final,72867395.0,0.0,0.0,72867395.0,100.0,2012,91.0,bayside shakedown the final
The Cabin in the Woods,69935600.0,42073277.0,60.199999999999996,27862323.0,39.8,2012,92.0,the cabin in the woods
Finding Nemo 2012 3D Release,69328283.0,41128283.0,59.3,28200000.0,40.7,2012,93.0,finding nemo 2012 3d release
Anna Karenina,68929150.0,12816367.0,18.6,56112783.0,81.4,2012,94.0,anna karenina
The Watch,68267862.0,35353000.0,51.800000000000004,32914862.0,48.2,2012,95.0,the watch
Moonrise Kingdom,68263166.0,45512466.0,66.7,22750700.0,33.3,2012,96.0,moonrise kingdom
The Secret of the Gods,67537798.0,0.0,0.0,67537798.0,100.0,2012,97.0,the secret of the gods
Madea's Witness Protection,66899242.0,65653242.0,98.1,1246000.0,1.9,2012,98.0,madea's witness protection
Beauty and the Beast 2012 3D Release,62008601.0,47617067.0,76.8,14391534.0,23.2,2012,99.0,beauty and the beast 2012 3d release
AstÃ©rix and ObÃ©lix: God Save Britannia,61319383.0,0.0,0.0,61319383.0,100.0,2012,100.0,astã©rix and obã©lix: god save britannia
Evangelion: 3.0 You Can (Not) Redo,60488344.0,174945.0,0.3,60313399.0,99.7,2012,101.0,evangelion: 3.0 you can (not) redo
Quartet,59520298.0,18390117.0,30.9,41130181.0,69.1,2012,102.0,quartet
Rock of Ages,59418613.0,38518613.0,64.8,20900000.0,35.2,2012,103.0,rock of ages
That's My Boy,57719093.0,36931089.0,64.0,20788004.0,36.0,2012,104.0,that's my boy
The Odd Life of Timothy Green,56012642.0,51854875.0,92.6,4157767.0,7.400000000000001,2012,105.0,the odd life of timothy green
Lawless,55404159.0,37400127.0,67.5,18004032.0,32.5,2012,106.0,lawless
End of Watch,55078146.0,41003371.0,74.4,14074775.0,25.6,2012,107.0,end of watch
Wolf Children,54984346.0,0.0,0.0,54984346.0,100.0,2012,108.0,wolf children
The Three Stooges,54819301.0,44338224.0,80.9,10481077.0,19.1,2012,109.0,the three stooges
The Five0Year Engagement,54169363.0,28835528.0,53.2,25333835.0,46.8,2012,110.0,the five0year engagement
Red Dawn,50950296.0,44806783.0,87.9,6143513.0,12.1,2012,111.0,red dawn
Red Tails,50365498.0,49876377.0,99.0,489121.0,1.0,2012,112.0,red tails
"Monsters, Inc. 2012 3D Release",50207820.0,34043006.0,67.8,16164814.0,32.2,2012,113.0,"monsters, inc. 2012 3d release"
HOUBA! On the Trail of the Marsupilami,50146474.0,0.0,0.0,50146474.0,100.0,2012,114.0,houba! on the trail of the marsupilami
Tad: The Lost Explorer,49491464.0,0.0,0.0,49491464.0,100.0,2012,115.0,tad: the lost explorer
A Turtle's Tale 2: Sammy's Escape from Paradise,49261830.0,0.0,0.0,49261830.0,100.0,2012,116.0,a turtle's tale 2: sammy's escape from paradise
Trouble with the Curve,48963137.0,35763137.0,73.0,13200000.0,27.0,2012,117.0,trouble with the curve
Man on a Ledge,47636031.0,18620000.0,39.1,29016031.0,60.9,2012,118.0,man on a ledge
A Werewolf Boy,46282588.0,342922.0,0.7,45939666.0,99.3,2012,119.0,a werewolf boy
Doraemon: Nobita and the Island of Miracles ~Animal Adventure~,46180706.0,0.0,0.0,46180706.0,100.0,2012,120.0,doraemon: nobita and the island of miracles ~animal adventure~
Gekijouban Tenpesuto 3D 2012 Re0release,46008255.0,0.0,0.0,46008255.0,100.0,2012,121.0,gekijouban tenpesuto 3d 2012 re0release
Detective Conan: The Eleventh Striker,44369456.0,0.0,0.0,44369456.0,100.0,2012,122.0,detective conan: the eleventh striker
House at the End of the Street,44287131.0,31611916.0,71.4,12675215.0,28.6,2012,123.0,house at the end of the street
The Guilt Trip,41863726.0,37134215.0,88.7,4729511.0,11.3,2012,124.0,the guilt trip
Safe,41564670.0,17142080.0,41.2,24422590.0,58.8,2012,125.0,safe
Dredd,41037742.0,13414714.0,32.7,27623028.0,67.3,2012,126.0,dredd
La vÃ©ritÃ© si je mens! 3,40928635.0,0.0,0.0,40928635.0,100.0,2012,127.0,la vã©ritã© si je mens! 3
Always: Sunset on Third Street '64,40923305.0,0.0,0.0,40923305.0,100.0,2012,128.0,always: sunset on third street '64
Chernobyl Diaries,38390020.0,18119640.0,47.2,20270380.0,52.800000000000004,2012,129.0,chernobyl diaries
Killing Them Softly,37930465.0,15026056.0,39.6,22904409.0,60.4,2012,130.0,killing them softly
Rurouni Kenshin Part I: Origins,37654579.0,0.0,0.0,37654579.0,100.0,2012,131.0,rurouni kenshin part i: origins
The Tower,36512327.0,0.0,0.0,36512327.0,100.0,2012,132.0,the tower
Conquest 1453,35797045.0,35730.0,0.0,35761315.0,100.0,2012,133.0,conquest 1453
Good Deeds,35579177.0,35025791.0,98.4,553386.0,1.6,2012,134.0,good deeds
Arbitrage,35485056.0,7919574.0,22.3,27565482.0,77.7,2012,135.0,arbitrage
Welcome to the North,34995189.0,0.0,0.0,34995189.0,100.0,2012,136.0,welcome to the north
Chimpanzee,34823764.0,28972764.0,83.2,5851000.0,16.8,2012,137.0,chimpanzee
Alex Cross,34618867.0,25888412.0,74.8,8730455.0,25.2,2012,138.0,alex cross
Salmon Fishing in the Yemen,34564651.0,9047981.0,26.200000000000003,25516670.0,73.8,2012,139.0,salmon fishing in the yemen
Haywire,34513760.0,18942396.0,54.89999999999999,15571364.0,45.1,2012,140.0,haywire
Adventures in Zambezia,34428345.0,0.0,0.0,34428345.0,100.0,2012,141.0,adventures in zambezia
Cirque du Soleil: Worlds Away,34153101.0,12512862.0,36.6,21640239.0,63.4,2012,142.0,cirque du soleil: worlds away
Three Heroes on Distant Shores,33674759.0,0.0,0.0,33674759.0,100.0,2012,143.0,three heroes on distant shores
2016: Obama's America,33449086.0,33449086.0,100.0,0.0,0.0,2012,144.0,2016: obama's america
The Perks of Being a Wallflower,33384127.0,17742948.0,53.1,15641179.0,46.9,2012,145.0,the perks of being a wallflower
Lockout,32948113.0,14326864.0,43.5,18621249.0,56.49999999999999,2012,146.0,lockout
Bait,32813407.0,0.0,0.0,32813407.0,100.0,2012,147.0,bait
Katy Perry: Part of Me,32726956.0,25326071.0,77.4,7400885.0,22.6,2012,148.0,katy perry: part of me
Nameless Gangster: Rules of the Time,32472645.0,0.0,0.0,32472645.0,100.0,2012,149.0,nameless gangster: rules of the time
Movie 43,32438988.0,8840453.0,27.3,23598535.0,72.7,2012,150.0,movie 43
The Floating Castle,31967471.0,0.0,0.0,31967471.0,100.0,2012,151.0,the floating castle
The Neighbors,31949315.0,0.0,0.0,31949315.0,100.0,2012,152.0,the neighbors
The Dream Team,31822402.0,0.0,0.0,31822402.0,100.0,2012,153.0,the dream team
What's in a Name?,31303580.0,8111.0,0.0,31295469.0,100.0,2012,154.0,what's in a name?
Joyful Noise,31158113.0,30932113.0,99.3,226000.0,0.7,2012,155.0,joyful noise
Premium Rush,31083599.0,20275446.0,65.2,10808153.0,34.8,2012,156.0,premium rush
Playing for Keeps,30962335.0,13103272.0,42.3,17859063.0,57.70000000000001,2012,157.0,playing for keeps
The Four,30505808.0,0.0,0.0,30505808.0,100.0,2012,158.0,the four
The Grand Heist,30158762.0,0.0,0.0,30158762.0,100.0,2012,159.0,the grand heist
The Raven,29699345.0,16008272.0,53.900000000000006,13691073.0,46.1,2012,160.0,the raven
Amour,29652180.0,6739492.0,22.7,22912688.0,77.3,2012,161.0,amour
All About My Wife,29382038.0,0.0,0.0,29382038.0,100.0,2012,162.0,all about my wife
Seven Psychopaths,29347202.0,15024049.0,51.2,14323153.0,48.8,2012,163.0,seven psychopaths
Rowdy Rathore,29342463.0,777373.0,2.6,28565090.0,97.4,2012,164.0,rowdy rathore
SPEC: Heaven,29023960.0,0.0,0.0,29023960.0,100.0,2012,165.0,spec: heaven
We Were There: True Love,28876929.0,0.0,0.0,28876929.0,100.0,2012,166.0,we were there: true love
Bol Bachchan,28775262.0,1216258.0,4.2,27559004.0,95.8,2012,167.0,bol bachchan
Deranged,28444173.0,0.0,0.0,28444173.0,100.0,2012,168.0,deranged
The Master,28258060.0,16377274.0,57.99999999999999,11880786.0,42.0,2012,169.0,the master
Hitchcock,27039669.0,6008677.0,22.2,21030992.0,77.8,2012,170.0,hitchcock
Dearest,26723916.0,0.0,0.0,26723916.0,100.0,2012,171.0,dearest
Architecture 101,26642354.0,0.0,0.0,26642354.0,100.0,2012,172.0,architecture 101
Dancing Queen,26411266.0,0.0,0.0,26411266.0,100.0,2012,173.0,dancing queen
Lesson of the Evil,26167224.0,0.0,0.0,26167224.0,100.0,2012,174.0,lesson of the evil
Agneepath,26001696.0,1986748.0,7.6,24014948.0,92.4,2012,175.0,agneepath
Rust and Bone,25807712.0,2062027.0,8.0,23745685.0,92.0,2012,176.0,rust and bone
Head Over Heels 2,25402893.0,0.0,0.0,25402893.0,100.0,2012,177.0,head over heels 2
On the Other Side of the Tracks,25109572.0,9572.0,0.0,25100000.0,100.0,2012,178.0,on the other side of the tracks
Helter Skelter,25066699.0,0.0,0.0,25066699.0,100.0,2012,179.0,helter skelter
The Last Tycoon,25009914.0,0.0,0.0,25009914.0,100.0,2012,180.0,the last tycoon
Housefull 2,24922847.0,1791780.0,7.200000000000001,23131067.0,92.8,2012,181.0,housefull 2
Big Miracle,24719215.0,20157300.0,81.5,4561915.0,18.5,2012,182.0,big miracle
Sparkle,24637800.0,24397469.0,99.0,240331.0,1.0,2012,183.0,sparkle
The Players,24629152.0,10854.0,0.0,24618298.0,100.0,2012,184.0,the players
Liar Game: Reborn,24549726.0,0.0,0.0,24549726.0,100.0,2012,185.0,liar game: reborn
I Want You,23961214.0,0.0,0.0,23961214.0,100.0,2012,186.0,i want you
Turkish for Beginners,23952712.0,0.0,0.0,23952712.0,100.0,2012,187.0,turkish for beginners
Wanderlust,23812816.0,17450535.0,73.3,6362281.0,26.700000000000003,2012,188.0,wanderlust
"Little Brother, Big Trouble: A Christmas Adventure",23785681.0,0.0,0.0,23785681.0,100.0,2012,189.0,"little brother, big trouble: a christmas adventure"
To the Arctic 3D,23695388.0,14560838.0,61.5,9134550.0,38.5,2012,190.0,to the arctic 3d
Hotaru the Movie: It's Only a Little Light in My Life,22975341.0,0.0,0.0,22975341.0,100.0,2012,191.0,hotaru the movie: it's only a little light in my life
Kon0Tiki,22842887.0,1517410.0,6.6000000000000005,21325477.0,93.4,2012,192.0,kon0tiki
Fall in Love Like a Star,22640355.0,0.0,0.0,22640355.0,100.0,2012,193.0,fall in love like a star
Upside Down,22187813.0,105095.0,0.5,22082718.0,99.5,2012,194.0,upside down
Unbowed,22132903.0,0.0,0.0,22132903.0,100.0,2012,195.0,unbowed
Confession of Murder,21701525.0,0.0,0.0,21701525.0,100.0,2012,196.0,confession of murder
