title,revenue_worldwide,revenue_domestic,domestic_pct,revenue_foreign,foreign_pct,release_year,rank,title_key
Mission: Impossible II,546388108.0,215409889.0,39.4,330978219.0,60.6,2000,,mission: impossible ii
Gladiator,460583960.0,187705427.0,40.8,272878533.0,59.20000000000001,2000,,gladiator
Cast Away,429632142.0,233632142.0,54.400000000000006,196000000.0,45.6,2000,,cast away
What Women Want,374111707.0,182811707.0,48.9,191300000.0,51.1,2000,,what women want
Dinosaur,349822765.0,137748063.0,39.4,212074702.0,60.6,2000,,dinosaur
How the Grinch Stole Christmas,345842198.0,260745620.0,75.4,85096578.0,24.6,2000,,how the grinch stole christmas
Meet the Parents,330444045.0,166244045.0,50.3,164200000.0,49.7,2000,,meet the parents
The Perfect Storm,328718434.0,182618434.0,55.60000000000001,146100000.0,44.4,2000,,the perfect storm
X0Men,296339528.0,157299718.0,53.1,139039810.0,46.9,2000,,x0men
What Lies Beneath,291420351.0,155464351.0,53.29999999999999,135956000.0,46.7,2000,,what lies beneath
Scary Movie,278019771.0,157019771.0,56.49999999999999,121000000.0,43.5,2000,,scary movie
Charlie's Angels,264105545.0,125305545.0,47.4,138800000.0,52.6,2000,,charlie's angels
Erin Brockovich,256271286.0,125595205.0,49.0,130676081.0,51.0,2000,,erin brockovich
Unbreakable,248118121.0,95011339.0,38.3,153106782.0,61.7,2000,,unbreakable
Gone in 60 Seconds,237202299.0,101648571.0,42.9,135553728.0,57.10000000000001,2000,,gone in 60 seconds
Chicken Run,224834564.0,106834564.0,47.5,118000000.0,52.5,2000,,chicken run
Vertical Limit,215663859.0,69243859.0,32.1,146420000.0,67.9,2000,,vertical limit
The Patriot,215294342.0,113330342.0,52.6,101964000.0,47.4,2000,,the patriot
"Crouching Tiger, Hidden Dragon",213525736.0,128078872.0,60.0,85446864.0,40.0,2000,,"crouching tiger, hidden dragon"
Miss Congeniality,212742720.0,106807667.0,50.2,105935053.0,49.8,2000,,miss congeniality
Traffic,207515725.0,124115725.0,59.8,83400000.0,40.2,2000,,traffic
Hollow Man,190213455.0,73209340.0,38.5,117004115.0,61.5,2000,,hollow man
102 Dalmatians,183611771.0,66957026.0,36.5,116654745.0,63.5,2000,,102 dalmatians
Big Momma's House,173959438.0,117559438.0,67.6,56400000.0,32.4,2000,,big momma's house
The Emperor's New Groove,169327687.0,89302687.0,52.7,80025000.0,47.3,2000,,the emperor's new groove
Nutty Professor II: The Klumps,166339890.0,123309890.0,74.1,43030000.0,25.900000000000002,2000,,nutty professor ii: the klumps
Scream 3,161834276.0,89143175.0,55.1,72691101.0,44.9,2000,,scream 3
Chocolat,152699946.0,71509363.0,46.8,81190583.0,53.2,2000,,chocolat
"Me, Myself & Irene",149270999.0,90570999.0,60.699999999999996,58700000.0,39.3,2000,,"me, myself & irene"
The Beach,144056873.0,39785027.0,27.6,104271846.0,72.4,2000,,the beach
Remember the Titans,136706683.0,115654751.0,84.6,21051932.0,15.4,2000,,remember the titans
PokÃ©mon the Movie 2000,133949270.0,43758684.0,32.7,90190586.0,67.3,2000,,pokã©mon the movie 2000
Space Cowboys,128884132.0,90464773.0,70.2,38419359.0,29.799999999999997,2000,,space cowboys
U0571,127666415.0,77122415.0,60.4,50544000.0,39.6,2000,,u0571
The Family Man,124745083.0,75793305.0,60.8,48951778.0,39.2,2000,,the family man
Road Trip,119754278.0,68540777.0,57.2,51213501.0,42.8,2000,,road trip
Coyote Ugly,113916474.0,60786269.0,53.400000000000006,53130205.0,46.6,2000,,coyote ugly
Final Destination,112880294.0,53331147.0,47.2,59549147.0,52.800000000000004,2000,,final destination
The Exorcist 2000 Director's Cut,112053066.0,39671011.0,35.4,72382055.0,64.6,2000,,the exorcist 2000 director's cut
Mission to Mars,110983407.0,60883407.0,54.89999999999999,50100000.0,45.1,2000,,mission to mars
The Kid,110317580.0,69691949.0,63.2,40625631.0,36.8,2000,,the kid
Billy Elliot,109280263.0,21995263.0,20.1,87285000.0,79.9,2000,,billy elliot
Shaft,107196498.0,70334258.0,65.6,36862240.0,34.4,2000,,shaft
The Whole Nine Yards,106371651.0,57262492.0,53.79999999999999,49109159.0,46.2,2000,,the whole nine yards
The Cell,104155843.0,61334059.0,58.9,42821784.0,41.1,2000,,the cell
Rugrats in Paris,103291131.0,76507756.0,74.1,26783375.0,25.900000000000002,2000,,rugrats in paris
Shanghai Noon,99274467.0,56937502.0,57.4,42336965.0,42.6,2000,,shanghai noon
The Tigger Movie,96159800.0,45554533.0,47.4,50605267.0,52.6,2000,,the tigger movie
The 6th Day,96085477.0,34604280.0,36.0,61481197.0,64.0,2000,,the 6th day
Romeo Must Die,91036760.0,55973336.0,61.5,35063424.0,38.5,2000,,romeo must die
Fantasia 2000,90874570.0,60655420.0,66.7,30219150.0,33.3,2000,,fantasia 2000
Autumn in New York,90726668.0,37761915.0,41.6,52964753.0,58.4,2000,,autumn in new york
Bring It On,90449929.0,68379000.0,75.6,22070929.0,24.4,2000,,bring it on
Bedazzled,90383208.0,37886980.0,41.9,52496228.0,58.099999999999994,2000,,bedazzled
Snatch,83557872.0,30328156.0,36.3,53229716.0,63.7,2000,,snatch
Men of Honor,82343495.0,48818921.0,59.3,33524574.0,40.7,2000,,men of honor
Finding Forrester,80049764.0,51804714.0,64.7,28245050.0,35.3,2000,,finding forrester
The Road to El Dorado,76432727.0,50863742.0,66.5,25568985.0,33.5,2000,,the road to el dorado
"Dude, Where's My Car?",73180723.0,46729800.0,63.9,26450923.0,36.1,2000,,"dude, where's my car?"
"O Brother, Where Art Thou?",71868327.0,45512588.0,63.3,26355739.0,36.7,2000,,"o brother, where art thou?"
Rules of Engagement,71732303.0,61335230.0,85.5,10397073.0,14.499999999999998,2000,,rules of engagement
Frequency,68106245.0,45010278.0,66.1,23095967.0,33.9,2000,,frequency
Thirteen Days,66579890.0,34592089.0,52.0,31987801.0,48.0,2000,,thirteen days
Proof of Life,62761005.0,32598931.0,51.9,30162074.0,48.1,2000,,proof of life
Snow Day,62464731.0,60020107.0,96.1,2444624.0,3.9,2000,,snow day
28 Days,62198945.0,37170488.0,59.8,25028457.0,40.2,2000,,28 days
Taxi 2,60726164.0,626164.0,1.0,60100000.0,99.0,2000,,taxi 2
Keeping the Faith,59945183.0,37047880.0,61.8,22897303.0,38.2,2000,,keeping the faith
Next Friday,59827328.0,57328603.0,95.8,2498725.0,4.2,2000,,next friday
The Flintstones in Viva Rock Vegas,59468275.0,35268275.0,59.3,24200000.0,40.7,2000,,the flintstones in viva rock vegas
Little Nicky,58292295.0,39464775.0,67.7,18827520.0,32.3,2000,,little nicky
Pay It Forward,55707411.0,33519628.0,60.199999999999996,22187783.0,39.8,2000,,pay it forward
Bounce,53425292.0,36805288.0,68.9,16620004.0,31.1,2000,,bounce
Pitch Black,53187659.0,39240659.0,73.8,13947000.0,26.200000000000003,2000,,pitch black
Hanging Up,51880044.0,36050230.0,69.5,15829814.0,30.5,2000,,hanging up
The Skulls,50802120.0,35046120.0,69.0,15756000.0,31.0,2000,,the skulls
The Replacements,50054511.0,44737059.0,89.4,5317452.0,10.6,2000,,the replacements
Book of Shadows: Blair Witch 2,47737094.0,26437094.0,55.39999999999999,21300000.0,44.6,2000,,book of shadows: blair witch 2
Almost Famous,47383689.0,32534850.0,68.7,14848839.0,31.3,2000,,almost famous
The Watcher,47267829.0,28946615.0,61.199999999999996,18321214.0,38.8,2000,,the watcher
High Fidelity,47126295.0,27287137.0,57.9,19839158.0,42.1,2000,,high fidelity
Dracula 2000,47053625.0,33022767.0,70.2,14030858.0,29.799999999999997,2000,,dracula 2000
The Gift,44567606.0,12008642.0,26.899999999999995,32558964.0,73.1,2000,,the gift
Where the Heart Is,40863718.0,33772838.0,82.6,7090880.0,17.4,2000,,where the heart is
Bless the Child,40443010.0,29381494.0,72.6,11061516.0,27.399999999999995,2000,,bless the child
The Art of War,40400425.0,30208599.0,74.8,10191826.0,25.2,2000,,the art of war
Dancer in the Dark,40031879.0,4184036.0,10.5,35847843.0,89.5,2000,,dancer in the dark
The Legend of Bagger Vance,39459427.0,30919168.0,78.4,8540259.0,21.6,2000,,the legend of bagger vance
Urban Legends: Final Cut,38574362.0,21468807.0,55.7,17105555.0,44.3,2000,,urban legends: final cut
The Original Kings of Comedy,38182790.0,38182790.0,100.0,0.0,0.0,2000,,the original kings of comedy
Titan A.E.,36754634.0,22753426.0,61.9,14001208.0,38.1,2000,,titan a.e.
Return to Me,36609995.0,32722798.0,89.4,3887197.0,10.6,2000,,return to me
My Dog Skip,35547761.0,34134641.0,96.0,1413120.0,4.0,2000,,my dog skip
The Adventures of Rocky & Bullwinkle,35134820.0,26005820.0,74.0,9129000.0,26.0,2000,,the adventures of rocky & bullwinkle
American Psycho,34266564.0,15070285.0,44.0,19196279.0,56.00000000000001,2000,,american psycho
Dungeons & Dragons,33978694.0,15391970.0,45.3,18586724.0,54.7,2000,,dungeons & dragons
Red Planet,33463969.0,17480890.0,52.2,15983079.0,47.8,2000,,red planet
Wonder Boys,33426588.0,19393557.0,57.99999999999999,14033031.0,42.0,2000,,wonder boys
Reindeer Games,32168970.0,23368995.0,72.6,8799975.0,27.399999999999995,2000,,reindeer games
Lost Souls,31355910.0,16815253.0,53.6,14540657.0,46.4,2000,,lost souls
Small Time Crooks,29934477.0,17266359.0,57.70000000000001,12668118.0,42.3,2000,,small time crooks
Battlefield Earth,29725663.0,21471685.0,72.2,8253978.0,27.800000000000004,2000,,battlefield earth
Nurse Betty,29360400.0,25170054.0,85.7,4190346.0,14.3,2000,,nurse betty
Boiler Room,28780255.0,16970581.0,59.0,11809674.0,41.0,2000,,boiler room
The Little Vampire,27965865.0,13572400.0,48.5,14393465.0,51.5,2000,,the little vampire
Love & Basketball,27728118.0,27459615.0,99.0,268503.0,1.0,2000,,love & basketball
Cirque du Soleil: Journey of Man,27538359.0,15627434.0,56.7,11910925.0,43.3,2000,,cirque du soleil: journey of man
Center Stage,26385941.0,17200925.0,65.2,9185016.0,34.8,2000,,center stage
Saving Grace,26330482.0,12178602.0,46.3,14151880.0,53.7,2000,,saving grace
Boys and Girls,25850615.0,21799652.0,84.3,4050963.0,15.7,2000,,boys and girls
Down to You,24419914.0,20069008.0,82.2,4350906.0,17.8,2000,,down to you
The Next Best Thing,24362772.0,14990582.0,61.5,9372190.0,38.5,2000,,the next best thing
Dr. T & the Women,22844291.0,13113041.0,57.4,9731250.0,42.6,2000,,dr. t & the women
The Contender,22361811.0,17872723.0,79.9,4489088.0,20.1,2000,,the contender
Michael Jordan to the Max,21268532.0,18650521.0,87.7,2618011.0,12.3,2000,,michael jordan to the max
Best in Show,20789556.0,18715392.0,90.0,2074164.0,10.0,2000,,best in show
Thomas and the Magic Railroad,19748009.0,15933506.0,80.7,3814503.0,19.3,2000,,thomas and the magic railroad
Get Carter,19412993.0,14967182.0,77.1,4445811.0,22.9,2000,,get carter
The Ninth Gate,18661336.0,18661336.0,100.0,0.0,0.0,2000,,the ninth gate
Loser,18404706.0,15618626.0,84.9,2786080.0,15.1,2000,,loser
All the Pretty Horses,18133495.0,15540353.0,85.7,2593142.0,14.3,2000,,all the pretty horses
Quills,17989227.0,7065332.0,39.3,10923895.0,60.699999999999996,2000,,quills
CyberWorld,16653900.0,11253900.0,67.6,5400000.0,32.4,2000,,cyberworld
Digimon: The Movie,16643191.0,9631153.0,57.9,7012038.0,42.1,2000,,digimon: the movie
The Dish,16575074.0,2552992.0,15.4,14022082.0,84.6,2000,,the dish
Italian for Beginners,16349568.0,4544753.0,27.800000000000004,11804815.0,72.2,2000,,italian for beginners
Drowning Mona,15906764.0,15506764.0,97.5,400000.0,2.5,2000,,drowning mona
Highlander: Endgame,15843608.0,12811858.0,80.9,3031750.0,19.1,2000,,highlander: endgame
Bait,15471969.0,15325127.0,99.1,146842.0,0.9000000000000001,2000,,bait
Supernova,14828081.0,14230455.0,96.0,597626.0,4.0,2000,,supernova
Malena,14493284.0,3448233.0,23.8,11045051.0,76.2,2000,,malena
I Dreamed of Africa,14400327.0,6651522.0,46.2,7748805.0,53.79999999999999,2000,,i dreamed of africa
What Planet Are You From?,14145677.0,6291602.0,44.5,7854075.0,55.50000000000001,2000,,what planet are you from?
The Ladies Man,13743212.0,13616610.0,99.1,126602.0,0.9000000000000001,2000,,the ladies man
Solarmax,13400161.0,13400161.0,100.0,0.0,0.0,2000,,solarmax
The Crew,13105853.0,13023075.0,99.4,82778.0,0.6,2000,,the crew
The Way of the Gun,13069740.0,6055661.0,46.3,7014079.0,53.7,2000,,the way of the gun
In the Mood for Love,12854953.0,2738980.0,21.3,10115973.0,78.7,2000,,in the mood for love
Gossip,12591270.0,5108820.0,40.6,7482450.0,59.4,2000,,gossip
Ready to Rumble,12452362.0,12394327.0,99.5,58035.0,0.5,2000,,ready to rumble
Drunken Master II,11555430.0,11555430.0,100.0,0.0,0.0,2000,,drunken master ii
You Can Count on Me,11242521.0,9416804.0,83.8,1825717.0,16.2,2000,,you can count on me
Shadow of the Vampire,11155214.0,8293784.0,74.3,2861430.0,25.7,2000,,shadow of the vampire
Lucky Numbers,10890222.0,10042516.0,92.2,847706.0,7.8,2000,,lucky numbers
Here on Earth,10873148.0,10522168.0,96.8,350980.0,3.2,2000,,here on earth
Pollock,10558970.0,8598593.0,81.4,1960377.0,18.6,2000,,pollock
Anatomy,10501958.0,9660.0,,10492298.0,99.9,2000,,anatomy
The Virgin Suicides,10409377.0,4906229.0,47.1,5503148.0,52.900000000000006,2000,,the virgin suicides
Woman on Top,10194274.0,5020111.0,49.2,5174163.0,50.8,2000,,woman on top
Godzilla 2000,10037390.0,10037390.0,100.0,0.0,0.0,2000,,godzilla 2000
Whatever It Takes,9902115.0,8745680.0,88.3,1156435.0,11.7,2000,,whatever it takes
3 Strikes,9832166.0,9832166.0,100.0,0.0,0.0,2000,,3 strikes
Bread and Tulips,9719848.0,5318679.0,54.7,4401169.0,45.3,2000,,bread and tulips
Ghost Dog: The Way of the Samurai,9380473.0,3308029.0,35.3,6072444.0,64.7,2000,,ghost dog: the way of the samurai
State and Main,9206279.0,6944471.0,75.4,2261808.0,24.6,2000,,state and main
Before Night Falls,8527517.0,4242892.0,49.8,4284625.0,50.2,2000,,before night falls
Butterfly,7733894.0,2092682.0,27.1,5641212.0,72.9,2000,,butterfly
Ants in the Pants,7625967.0,0.0,0.0,7625967.0,100.0,2000,,ants in the pants
Requiem for a Dream,7390108.0,3635482.0,49.2,3754626.0,50.8,2000,,requiem for a dream
Where the Money Is,7243669.0,5661798.0,78.2,1581871.0,21.8,2000,,where the money is
Screwed,7201701.0,7027345.0,97.6,174356.0,2.4,2000,,screwed
Widow of St. Pierre,7193889.0,3193889.0,44.4,4000000.0,55.60000000000001,2000,,widow of st. pierre
Croupier,7075068.0,6201143.0,87.6,873925.0,12.4,2000,,croupier
Duets,6620242.0,4739023.0,71.6,1881219.0,28.4,2000,,duets
Now or Never,5995963.0,0.0,0.0,5995963.0,100.0,2000,,now or never
Black & White,5541431.0,5277299.0,95.2,264132.0,4.8,2000,,black & white
The in Crowd,5280035.0,5280035.0,100.0,0.0,0.0,2000,,the in crowd
The House of Mirth,5164404.0,3043284.0,58.9,2121120.0,41.1,2000,,the house of mirth
Otto 0 Der Katastrofenfilm,5058355.0,0.0,0.0,5058355.0,100.0,2000,,otto 0 der katastrofenfilm
Whipped,4775009.0,4159986.0,87.1,615023.0,12.9,2000,,whipped
Held Up,4705631.0,4705631.0,100.0,0.0,0.0,2000,,held up
The Jungle Book 2000 Re0release,4466472.0,0.0,0.0,4466472.0,100.0,2000,,the jungle book 2000 re0release
The Tao of Steve,4406030.0,4342203.0,98.6,63827.0,1.4,2000,,the tao of steve
Mohabbatein,4279351.0,1070000.0,25.0,3209351.0,75.0,2000,,mohabbatein
East Is East,4177818.0,4177818.0,100.0,0.0,0.0,2000,,east is east
Bossa Nova,4069261.0,1823297.0,44.8,2245964.0,55.2,2000,,bossa nova
Erkan & Stefan,4026949.0,0.0,0.0,4026949.0,100.0,2000,,erkan & stefan
Pettson & Findus 0 Katten och gubbens Ã¥r,3920489.0,0.0,0.0,3920489.0,100.0,2000,,pettson & findus 0 katten och gubbens ã¥r
Up at the Villa,3740113.0,2933161.0,78.4,806952.0,21.6,2000,,up at the villa
The Big Kahuna,3728888.0,3165544.0,84.9,563344.0,15.1,2000,,the big kahuna
Price of Glory,3548556.0,3440228.0,96.9,108328.0,3.1,2000,,price of glory
Gun Shy,3221280.0,1638202.0,50.9,1583078.0,49.1,2000,,gun shy
Beautiful,3169930.0,3157348.0,99.6,12582.0,0.4,2000,,beautiful
Isn't She Great,3003296.0,2962465.0,98.6,40831.0,1.4,2000,,isn't she great
No More School,2870533.0,0.0,0.0,2870533.0,100.0,2000,,no more school
Flickering Lights,2760019.0,0.0,0.0,2760019.0,100.0,2000,,flickering lights
The Color of Paradise,2724595.0,1817216.0,66.7,907379.0,33.3,2000,,the color of paradise
God's Army,2637726.0,2637726.0,100.0,0.0,0.0,2000,,god's army
But I'm a Cheerleader,2595216.0,2205627.0,85.0,389589.0,15.0,2000,,but i'm a cheerleader
Bamboozled,2463650.0,2274979.0,92.3,188671.0,7.7,2000,,bamboozled
East/West,2321029.0,2321029.0,100.0,0.0,0.0,2000,,east/west
Shower,2150929.0,1157764.0,53.79999999999999,993165.0,46.2,2000,,shower
Left Luggage,2111280.0,1069540.0,50.7,1041740.0,49.3,2000,,left luggage
Blood Simple 2000 Re0release,2068701.0,1701855.0,82.3,366846.0,17.7,2000,,blood simple 2000 re0release
Marlene,2061924.0,0.0,0.0,2061924.0,100.0,2000,,marlene
Hamlet,2046433.0,1577287.0,77.1,469146.0,22.9,2000,,hamlet
The Broken Hearts Club: A Romantic Comedy,2019121.0,1746585.0,86.5,272536.0,13.5,2000,,the broken hearts club: a romantic comedy
Cecil B. Demented,1961544.0,1284646.0,65.5,676898.0,34.5,2000,,cecil b. demented
The Life and Times of Hank Greenberg,1712385.0,1712385.0,100.0,0.0,0.0,2000,,the life and times of hank greenberg
The Girl on the Bridge,1708839.0,1708839.0,100.0,0.0,0.0,2000,,the girl on the bridge
Harry Potter and the Sorcerer's Stone,974755371.0,317575550.0,32.6,657179821.0,67.4,2001,,harry potter and the sorcerer's stone
The Lord of the Rings: The Fellowship of the Ring,868385360.0,313364114.0,36.1,555021246.0,63.9,2001,,the lord of the rings: the fellowship of the ring
"Monsters, Inc.",528773250.0,255873250.0,48.4,272900000.0,51.6,2001,,"monsters, inc."
Shrek,484596038.0,267851831.0,55.3,216744207.0,44.7,2001,,shrek
Ocean's Eleven,450717150.0,183417150.0,40.7,267300000.0,59.3,2001,,ocean's eleven
Pearl Harbor,449220945.0,198542554.0,44.2,250678391.0,55.8,2001,,pearl harbor
The Mummy Returns,433013274.0,202019785.0,46.7,230993489.0,53.29999999999999,2001,,the mummy returns
Jurassic Park III,368780809.0,181171875.0,49.1,187608934.0,50.9,2001,,jurassic park iii
Planet of the Apes,362211740.0,180011740.0,49.7,182200000.0,50.3,2001,,planet of the apes
Hannibal,351692268.0,165092268.0,46.9,186600000.0,53.1,2001,,hannibal
Rush Hour 2,347325802.0,226164286.0,65.1,121161516.0,34.9,2001,,rush hour 2
A Beautiful Mind,313542341.0,170742341.0,54.50000000000001,142800000.0,45.5,2001,,a beautiful mind
American Pie 2,287553595.0,145103595.0,50.5,142450000.0,49.5,2001,,american pie 2
Bridget Jones's Diary,281929795.0,71543427.0,25.4,210386368.0,74.6,2001,,bridget jones's diary
Spirited Away,274925095.0,10055859.0,3.7000000000000006,264869236.0,96.3,2001,,spirited away
Lara Croft: Tomb Raider,274703340.0,131168070.0,47.7,143535270.0,52.300000000000004,2001,,lara croft: tomb raider
A.I. Artificial Intelligence,235926552.0,78616689.0,33.3,157309863.0,66.7,2001,,a.i. artificial intelligence
The Others,209947037.0,96522687.0,46.0,113424350.0,54.0,2001,,the others
The Fast and the Furious,207283925.0,144533925.0,69.7,62750000.0,30.3,2001,,the fast and the furious
Vanilla Sky,203388341.0,100618344.0,49.5,102769997.0,50.5,2001,,vanilla sky
Cats & Dogs,200687492.0,93385515.0,46.5,107301977.0,53.5,2001,,cats & dogs
Atlantis: The Lost Empire,186053725.0,84056472.0,45.2,101997253.0,54.79999999999999,2001,,atlantis: the lost empire
Moulin Rouge!,179213434.0,57386607.0,32.0,121826827.0,68.0,2001,,moulin rouge!
Dr. Dolittle 2,176104344.0,112952899.0,64.1,63151445.0,35.9,2001,,dr. dolittle 2
AmÃ©lie,173921954.0,33225499.0,19.1,140696455.0,80.9,2001,,amã©lie
Black Hawk Down,172989651.0,108638745.0,62.8,64350906.0,37.2,2001,,black hawk down
The Princess Diaries,165335153.0,108248956.0,65.5,57086197.0,34.5,2001,,the princess diaries
Spy Kids,147934180.0,112719001.0,76.2,35215179.0,23.8,2001,,spy kids
The Mexican,147845033.0,66845033.0,45.2,81000000.0,54.79999999999999,2001,,the mexican
Swordfish,147080413.0,69772969.0,47.4,77307444.0,52.6,2001,,swordfish
Spy Game,143049560.0,62362560.0,43.6,80687000.0,56.39999999999999,2001,,spy game
Legally Blonde,141774679.0,96520674.0,68.1,45254005.0,31.900000000000002,2001,,legally blonde
Scary Movie 2,141220678.0,71308997.0,50.5,69911681.0,49.5,2001,,scary movie 2
Shallow Hal,141069860.0,70839203.0,50.2,70230657.0,49.8,2001,,shallow hal
America's Sweethearts,138307673.0,93607673.0,67.7,44700000.0,32.3,2001,,america's sweethearts
Save the Last Dance,131706809.0,91057006.0,69.1,40649803.0,30.9,2001,,save the last dance
A Knight's Tale,117487473.0,56569702.0,48.1,60917771.0,51.9,2001,,a knight's tale
The Score,113579918.0,71107711.0,62.6,42472207.0,37.4,2001,,the score
Along Came a Spider,105178561.0,74078174.0,70.4,31100387.0,29.600000000000005,2001,,along came a spider
Training Day,104876233.0,76631907.0,73.1,28244326.0,26.899999999999995,2001,,training day
Jimmy Neutron: Boy Genius,102992536.0,80936232.0,78.6,22056304.0,21.4,2001,,jimmy neutron: boy genius
Don't Say a Word,100020092.0,55001642.0,55.00000000000001,45018450.0,45.0,2001,,don't say a word
Evolution,98376292.0,38345494.0,39.0,60030798.0,61.0,2001,,evolution
I Am Sam,97818139.0,40311852.0,41.2,57506287.0,58.8,2001,,i am sam
Enemy at the Gates,96976270.0,51401758.0,53.0,45574512.0,47.0,2001,,enemy at the gates
The Wedding Planner,94728529.0,60400856.0,63.800000000000004,34327673.0,36.2,2001,,the wedding planner
Behind Enemy Lines,91753202.0,58856790.0,64.1,32896412.0,35.9,2001,,behind enemy lines
Gosford Park,87754044.0,41308615.0,47.1,46445429.0,52.900000000000006,2001,,gosford park
Ali,87713825.0,58203105.0,66.4,29510720.0,33.6,2001,,ali
Rat Race,85498534.0,56618055.0,66.2,28880479.0,33.8,2001,,rat race
Final Fantasy: The Spirits Within,85131830.0,32131830.0,37.7,53000000.0,62.3,2001,,final fantasy: the spirits within
The Animal,84772742.0,57743062.0,68.1,27029680.0,31.900000000000002,2001,,the animal
Blow,83282296.0,52990775.0,63.6,30291521.0,36.4,2001,,blow
Exit Wounds,79958599.0,51758599.0,64.7,28200000.0,35.3,2001,,exit wounds
Serendipity,77516304.0,50294317.0,64.9,27221987.0,35.1,2001,,serendipity
Kate & Leopold,76019048.0,47121859.0,62.0,28897189.0,38.0,2001,,kate & leopold
Manitou's Shoe,75482094.0,0.0,0.0,75482094.0,100.0,2001,,manitou's shoe
From Hell,74558115.0,31602566.0,42.4,42955549.0,57.60000000000001,2001,,from hell
The One,72689126.0,43905746.0,60.4,28783380.0,39.6,2001,,the one
The Royal Tenenbaums,71441250.0,52364010.0,73.3,19077240.0,26.700000000000003,2001,,the royal tenenbaums
Down to Earth,71186502.0,64186502.0,90.2,7000000.0,9.8,2001,,down to earth
Brotherhood of the Wolf,70752904.0,11260096.0,15.9,59492808.0,84.1,2001,,brotherhood of the wolf
Thir13en Ghosts,68467960.0,41867960.0,61.1,26600000.0,38.9,2001,,thir13en ghosts
PokÃ©mon 3 the Movie: Spell of the Unown,68411275.0,17052128.0,24.9,51359147.0,75.1,2001,,pokã©mon 3 the movie: spell of the unown
Bandits,67631903.0,41575141.0,61.5,26056762.0,38.5,2001,,bandits
Not Another Teen Movie,66468332.0,38252284.0,57.49999999999999,28216048.0,42.5,2001,,not another teen movie
Sweet November,65754228.0,25288103.0,38.5,40466125.0,61.5,2001,,sweet november
K0PAX,65001485.0,50338485.0,77.4,14663000.0,22.6,2001,,k0pax
Kiss of the Dragon,64437847.0,36845124.0,57.2,27592723.0,42.8,2001,,kiss of the dragon
Captain Corelli's Mandolin,62112895.0,25543895.0,41.1,36569000.0,58.9,2001,,captain corelli's mandolin
Zoolander,60780981.0,45172250.0,74.3,15608731.0,25.7,2001,,zoolander
The Crimson Rivers,60094966.0,594966.0,1.0,59500000.0,99.0,2001,,the crimson rivers
Jeepers Creepers,59217789.0,37904175.0,64.0,21313614.0,36.0,2001,,jeepers creepers
Heartbreakers,57756408.0,40336607.0,69.8,17419801.0,30.2,2001,,heartbreakers
15 Minutes,56359980.0,24403552.0,43.3,31956428.0,56.7,2001,,15 minutes
Driven,54744738.0,32720065.0,59.8,22024673.0,40.2,2001,,driven
Domestic Disturbance,54249294.0,45246095.0,83.4,9003199.0,16.6,2001,,domestic disturbance
The Closet,50104745.0,6678894.0,13.3,43425851.0,86.7,2001,,the closet
Monster's Ball,44909486.0,31273922.0,69.6,13635564.0,30.4,2001,,monster's ball
Recess: School's Out,44460850.0,36706141.0,82.6,7754709.0,17.4,2001,,recess: school's out
Hardball,44102389.0,40222729.0,91.2,3879660.0,8.8,2001,,hardball
In the Bedroom,43368779.0,35930604.0,82.8,7438175.0,17.2,2001,,in the bedroom
See Spot Run,43057552.0,33357476.0,77.5,9700076.0,22.5,2001,,see spot run
Shaolin Soccer,42776760.0,489600.0,1.1,42287160.0,98.9,2001,,shaolin soccer
Black Knight,39976235.0,33426971.0,83.6,6549264.0,16.4,2001,,black knight
Memento,39723096.0,25544867.0,64.3,14178229.0,35.7,2001,,memento
Crocodile Dundee in Los Angeles,39438674.0,25635682.0,65.0,13802992.0,35.0,2001,,crocodile dundee in los angeles
Haunted Castle,39093166.0,13651656.0,34.9,25441510.0,65.1,2001,,haunted castle
Someone Like You,38689940.0,27343067.0,70.7,11346873.0,29.299999999999997,2001,,someone like you
What's the Worst That Could Happen?,38464131.0,32269834.0,83.9,6194297.0,16.1,2001,,what's the worst that could happen?
The Majestic,37317558.0,27807266.0,74.5,9510292.0,25.5,2001,,the majestic
Valentine,36684136.0,20384136.0,55.60000000000001,16300000.0,44.4,2001,,valentine
Joy Ride,36642838.0,21974919.0,60.0,14667919.0,40.0,2001,,joy ride
Riding in Cars with Boys,35743308.0,30165536.0,84.4,5577772.0,15.6,2001,,riding in cars with boys
Original Sin,35402320.0,16534221.0,46.7,18868099.0,53.29999999999999,2001,,original sin
Jay and Silent Bob Strike Back,33788161.0,30085147.0,89.0,3703014.0,11.0,2001,,jay and silent bob strike back
And Your Mother Too,33616692.0,13839658.0,41.2,19777034.0,58.8,2001,,and your mother too
The Musketeer,32533802.0,27073640.0,83.2,5460162.0,16.8,2001,,the musketeer
Double Take,31603059.0,29831583.0,94.4,1771476.0,5.6,2001,,double take
How High,31283740.0,31178740.0,99.7,105000.0,0.3,2001,,how high
Beauty and the Beast 2000 IMAX Release,31033346.0,25487190.0,82.1,5546156.0,17.9,2001,,beauty and the beast 2000 imax release
Joe Dirt,30987695.0,27087695.0,87.4,3900000.0,12.6,2001,,joe dirt
Hearts in Atlantis,30919415.0,24185781.0,78.2,6733634.0,21.8,2001,,hearts in atlantis
Monsoon Wedding,30787356.0,13885966.0,45.1,16901390.0,54.89999999999999,2001,,monsoon wedding
